Auction No ,Issue date, Amount offered in Auction ,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor, Weighted Average Price ,Average Discount Factor, Money Market yield , Annualised  ,Bid-to-cover
,,,,,,,,,,,,,,,,,#DIV/0!
775,19-May-10,"15,000,000,000","27,045,500,000","12,045,500,000","15,000,000,000","14,847,284,855","152,715,145",19-Aug-10,91,,,,98.982,4.084,,4.19,1.803
,,,,,,,,,,,,,,,,,#DIV/0!
776,02-Jun-10,"25,000,000,000","53,694,500,000","28,694,500,000","25,000,000,000","24,737,785,975","262,214,025",03-Sep-10,91,,,,98.951,4.207,,4.32,2.148
,,,,,,,,,,,,,,,,,#DIV/0!
777,16-Jun-10,"20,000,000,000","42,747,500,000","22,747,500,000","20,000,000,000","19,785,331,125","214,668,875",16-Sep-10,91,,,,98.927,4.305,,4.423,2.137
,,,,,,,,,,,,,,,,,#DIV/0!
778,30-Jun-10,"20,000,000,000","33,932,100,000","13,932,100,000","20,000,000,000","19,783,851,429","216,148,571",29-Sep-10,91,,,,98.919,4.335,,4.455,1.697
,,,,,,,,,,,,,,,,,#DIV/0!
779,14-Jul-10,"15,000,000,000","22,425,600,000","7,425,600,000","15,000,000,000","14,843,990,520","156,009,480",14-Oct-10,91,,,,98.96,4.172,,4.283,1.495
,,,,,,,,,,,,,,,,,#DIV/0!
781,28-Jul-10,"15,000,000,000","28,510,000,000","13,510,000,000","15,000,000,000","14,844,696,250","155,303,750",28-Oct-10,91,,,,98.965,4.153,,4.263,1.901
,,,,,,,,,,,,,,,,,#DIV/0!
782,02-Aug-10,"28,035,000,000","28,035,000,000", -   ,"28,035,000,000","27,744,837,750","290,162,250",02-Nov-10,91,,,,98.965,4.151,,4.261,1
,,,,,,,,,,,,,,,,,#DIV/0!
784,12-Aug-10,"20,000,000,000","39,204,800,000","19,204,800,000","20,000,000,000","19,776,235,301","223,764,699",11-Nov-10,91,,,,98.881,4.488,,4.616,1.96
,,,,,,,,,,,,,,,,,#DIV/0!
785,25-Aug-10,"15,000,000,000","26,371,100,000","11,371,100,000","15,000,000,000","14,819,239,374","180,760,626",25-Nov-10,91,,,,98.795,4.834,,4.983,1.758
,,,,,,,,,,,,,,,,,#DIV/0!
786,08-Sep-10,"15,000,000,000","35,295,400,000","20,295,400,000","15,000,000,000","14,817,466,867","182,533,133",09-Dec-10,91,,,,98.783,4.881,,5.033,2.353
,,,,,,,,,,,,,,,,,#DIV/0!
788,22-Sep-10,"15,000,000,000","35,436,600,000","20,436,600,000","15,000,000,000","14,810,262,316","189,737,684",23-Dec-10,91,,,,98.735,5.074,,5.239,2.362
,,,,,,,,,,,,,,,,,#DIV/0!
789,06-Oct-10,"15,000,000,000","30,370,600,000","15,370,600,000","15,000,000,000","14,797,636,208","202,363,792",06-Jan-11,91,,,,98.651,5.411,,5.599,2.025
,,,,,,,,,,,,,,,,,#DIV/0!
792,20-Oct-10,"15,000,000,000","26,363,400,000","11,363,400,000","15,000,000,000","14,787,384,382","212,615,618",20-Jan-11,91,,,,98.583,5.685,,5.893,1.758
,,,,,,,,,,,,,,,,,#DIV/0!
793,03-Nov-10,"10,000,000,000","28,618,900,000","18,618,900,000","10,000,000,000","9,854,592,315","145,407,685",03-Feb-11,91,,,,98.546,5.832,,6.051,2.862
,,,,,,,,,,,,,,,,,#DIV/0!
794,17-Nov-10,"20,000,000,000","25,200,000,000","5,200,000,000","10,000,000,000","9,838,445,095","161,554,905",17-Feb-11,91,,,,98.384,6.48,,6.751,2.52
,,,,,,,,,,,,,,,,,#DIV/0!
795,01-Dec-10,"15,000,000,000","34,414,500,000","19,414,500,000","15,000,000,000","14,737,237,260","262,762,740",03-Mar-11,91,,,,98.248,7.026,,7.346,2.294
,,,,,,,,,,,,,,,,,#DIV/0!
799,15-Dec-10,"15,000,000,000","42,699,600,000","27,699,600,000","15,000,000,000","14,712,596,199","287,403,801",17-Mar-11,91,,,,98.084,7.685,,8.069,2.847
,,,,,,,,,,,,,,,,,#DIV/0!
802,29-Dec-10,"15,000,000,000","28,176,600,000","13,176,600,000","15,000,000,000","14,698,501,054","301,498,946",31-Mar-11,91,,,,97.99,8.062,,8.485,1.878
,,,,,,,,,,,,,,,,,#DIV/0!
803,12-Jan-11,"15,000,000,000","27,630,400,000","12,630,400,000","15,000,000,000","14,679,039,140","320,960,860",14-Apr-11,91,,,,97.86,8.582,,9.063,1.842
,,,,,,,,,,,,,,,,,#DIV/0!
804,27-Jan-11,"10,000,000,000","13,693,000,000","3,693,000,000","3,218,000,000","3,145,111,300","72,888,700",29-Apr-11,91,,,,97.735,9.085,,9.625,4.255
,,,,,,,,,,,,,,,,,#DIV/0!
807,09-Feb-11,"10,000,000,000","20,354,500,000","10,354,500,000","10,000,000,000","9,761,817,355","238,182,645",12-May-11,91,,,,97.618,9.553,,10.152,2.035
,,,,,,,,,,,,,,,,,#DIV/0!
808,24-Feb-11,"5,000,000,000","22,224,900,000","17,224,900,000","5,000,000,000","4,884,504,896","115,495,104",27-May-11,91,,,,97.69,9.265,,9.827,4.445
,,,,,,,,,,,,,,,,,#DIV/0!
809,09-Mar-11,"10,000,000,000","36,026,100,000","26,026,100,000","10,000,000,000","9,777,311,812","222,688,188",09-Jun-11,91,,,,97.773,8.932,,9.453,3.603
,,,,,,,,,,,,,,,,,#DIV/0!
810,23-Mar-11,"10,000,000,000","36,737,500,000","26,737,500,000","10,000,000,000","9,794,666,755","205,333,245",23-Jun-11,91,,,,97.947,8.236,,8.678,3.674
,,,,,,,,,,,,,,,,,#DIV/0!
812,06-Apr-11,"15,000,000,000","37,146,200,000","22,146,200,000","15,000,000,000","14,684,529,519","315,470,481",07-Jul-11,91,,,,97.897,8.436,,8.9,2.476
,,,,,,,,,,,,,,,,,#DIV/0!
813,20-Apr-11,"15,000,000,000","22,226,200,000","7,226,200,000","15,000,000,000","14,656,165,823","343,834,177",21-Jul-11,91,,,,97.708,9.194,,9.747,1.482
,,,,,,,,,,,,,,,,,#DIV/0!
814,04-May-11,"15,000,000,000","36,313,700,000","21,313,700,000","6,163,700,000","6,007,045,476","156,654,524",04-Aug-11,91,,,,97.458,10.194,,10.878,5.892
,,,,,,,,,,,,,,,,,#DIV/0!
815,18-May-11,"15,000,000,000","24,639,900,000","9,639,900,000","13,239,900,000","12,889,672,060","350,227,940",18-Aug-11,91,,,,97.355,10.61,,11.352,1.861
,,,,,,,,,,,,,,,,,#DIV/0!
818,01-Jun-11,"10,000,000,000","14,209,400,000","4,209,400,000","10,000,000,000","9,723,514,376","276,485,624",01-Sep-11,91,,,,97.235,11.09,,11.903,1.421
,,,,,,,,,,,,,,,,,#DIV/0!
819,15-Jun-11,"10,000,000,000","27,777,000,000","17,777,000,000","10,000,000,000","9,703,159,100","296,840,900",15-Sep-11,91,,,,97.032,11.906,,12.847,2.778
,,,,,,,,,,,,,,,,,#DIV/0!
820,29-Jun-11,"10,000,000,000","15,134,300,000","5,134,300,000","4,734,300,000","4,589,198,230","145,101,770",29-Sep-11,91,,,,96.935,12.293,,13.299,3.197
,,,,,,,,,,,,,,,,,#DIV/0!
821,13-Jul-11,"10,000,000,000","12,012,800,000","2,012,800,000","1,712,800,000","1,658,003,632","54,796,368",13-Oct-11,91,,,,96.801,12.832,,13.93,7.014
,,,,,,,,,,,,,,,,,#DIV/0!
822,27-Jul-11,"10,000,000,000","21,807,300,000","11,807,300,000","10,000,000,000","9,667,135,955","332,864,045",27-Oct-11,91,,,,96.671,13.351,,14.543,2.181
,,,,,,,,,,,,,,,,,#DIV/0!
823,10-Aug-11,"15,000,000,000","22,553,700,000","7,553,700,000","12,253,700,000","11,811,522,550","442,177,450",10-Nov-11,91,,,,96.391,14.474,,15.883,1.841
,,,,,,,,,,,,,,,,,#DIV/0!
824,24-Aug-11,"15,000,000,000","24,685,900,000","9,685,900,000","3,170,900,000","3,055,581,401","115,318,599",24-Nov-11,91,,,,96.363,14.587,,16.02,7.785
,,,,,,,,,,,,,,,,,#DIV/0!
825,07-Sep-11,"10,000,000,000","15,271,200,000","5,271,200,000","2,766,200,000","2,659,700,940","106,499,060",08-Dec-11,91,,,,96.15,15.442,,17.055,5.521
,,,,,,,,,,,,,,,,,#DIV/0!
826,21-Sep-11,"10,000,000,000","26,296,800,000","16,296,800,000","7,896,800,000","7,587,015,264","309,784,736",22-Dec-11,91,,,,96.077,15.735,,17.412,3.33
,,,,,,,,,,,,,,,,,#DIV/0!
827,05-Oct-11,"10,000,000,000","7,554,100,000","-2,445,900,000","2,254,100,000","2,147,647,681","106,452,319",05-Jan-12,91,,,,95.277,18.942,,21.415,3.351
,,,,,,,,,,,,,,,,,#DIV/0!
829,19-Oct-11,"10,000,000,000","2,028,900,000","-7,971,100,000","2,028,900,000","1,934,534,334","94,365,666",19-Jan-12,91,,,,95.349,18.655,,21.05,1
,,,,,,,,,,,,,,,,,#DIV/0!
830,03-Nov-11,"5,000,000,000","15,460,900,000","10,460,900,000","5,000,000,000","4,766,405,676","233,594,324",03-Feb-12,91,,,,95.328,18.739,,21.156,3.092
,,,,,,,,,,,,,,,,,#DIV/0!
832,16-Nov-11,"10,000,000,000","12,043,500,000","2,043,500,000","10,000,000,000","9,513,003,976","486,996,024",16-Feb-12,91,,,,95.13,19.533,,22.171,1.204
,,,,,,,,,,,,,,,,,#DIV/0!
833,30-Nov-11,"10,000,000,000","16,584,700,000","6,584,700,000","9,484,700,000","9,000,484,967","484,215,033",01-Mar-12,91,,,,94.895,20.477,,23.39,1.749
,,,,,,,,,,,,,,,,,#DIV/0!
835,14-Dec-11,"5,000,000,000","10,927,600,000","5,927,600,000","5,000,000,000","4,747,901,848","252,098,152",15-Mar-12,91,,,,94.958,20.223,,23.061,2.186
,,,,,,,,,,,,,,,,,#DIV/0!
836,28-Dec-11,"5,000,000,000","8,221,100,000","3,221,100,000","5,000,000,000","4,751,203,336","248,796,664",29-Mar-12,91,,,,95.024,19.958,,22.718,1.644
,,,,,,,,,,,,,,,,,#DIV/0!
837,11-Jan-12,"5,000,000,000","11,963,900,000","6,963,900,000","5,000,000,000","4,749,841,077","250,158,923",12-Apr-12,91,,,,94.997,20.068,,22.859,2.393
,,,,,,,,,,,,,,,,,#DIV/0!
838,25-Jan-12,"5,000,000,000","10,362,400,000","5,362,400,000","1,962,400,000","1,862,120,235","100,279,765",26-Apr-12,91,,,,94.89,20.496,,23.415,5.28
,,,,,,,,,,,,,,,,,#DIV/0!
840,08-Feb-12,"5,000,000,000","22,138,300,000","17,138,300,000","5,000,000,000","4,778,884,912","221,115,088",10-May-12,91,,,,95.578,17.738,,19.892,4.428
,,,,,,,,,,,,,,,,,#DIV/0!
841,22-Feb-12,"5,000,000,000","16,556,800,000","11,556,800,000","5,000,000,000","4,782,756,716","217,243,284",24-May-12,91,,,,95.655,17.427,,19.503,3.311
,,,,,,,,,,,,,,,,,#DIV/0!
842,07-Mar-12,"5,000,000,000","13,125,300,000","8,125,300,000","5,000,000,000","4,805,842,316","194,157,684",07-Jun-12,91,,,,96.117,15.575,,17.217,2.625
,,,,,,,,,,,,,,,,,#DIV/0!
844,21-Mar-12,"5,000,000,000","38,674,600,000","33,674,600,000","5,000,000,000","4,803,852,583","196,147,417",21-Jun-12,91,,,,96.077,15.735,,17.412,7.735
,,,,,,,,,,,,,,,,,#DIV/0!
845,04-Apr-12,"5,000,000,000","13,017,300,000","8,017,300,000","5,000,000,000","4,796,999,853","203,000,147",05-Jul-12,91,,,,95.94,16.285,,18.086,2.603
,,,,,,,,,,,,,,,,,#DIV/0!
846,18-Apr-12,"5,000,000,000","9,222,500,000","4,222,500,000","5,000,000,000","4,796,790,995","203,209,005",19-Jul-12,91,,,,95.936,16.301,,18.107,1.845
,,,,,,,,,,,,,,,,,#DIV/0!
847,02-May-12,"5,000,000,000","840,500,000","-4,159,500,000","440,500,000","422,678,237","17,821,763",02-Aug-12,91,,,,95.954,16.228,,18.016,1.908
,,,,,,,,,,,,,,,,,#DIV/0!
849,16-May-12,"5,000,000,000","2,355,200,000","-2,644,800,000","2,355,200,000","2,256,674,824","98,525,176",16-Aug-12,91,,,,95.817,16.779,,18.697,1
,,,,,,,,,,,,,,,,,#DIV/0!
852,30-May-12,"5,000,000,000","14,454,800,000","9,454,800,000","5,000,000,000","4,798,094,994","201,905,006",30-Aug-12,91,,,,95.962,16.197,,17.978,2.891
,,,,,,,,,,,,,,,,,#DIV/0!
853,13-Jun-12,"5,000,000,000","11,219,100,000","6,219,100,000","5,000,000,000","4,792,342,981","207,657,019",13-Sep-12,91,,,,95.847,16.658,,18.547,2.244
,,,,,,,,,,,,,,,,,#DIV/0!
857,25-Jul-12,"5,000,000,000","16,697,000,000","11,697,000,000","5,000,000,000","4,796,746,270","203,253,730",25-Oct-12,91,,,,95.935,16.305,,18.111,3.339
,,,,,,,,,,,,,,,,,#DIV/0!
859,08-Aug-12,"5,000,000,000","19,367,400,000","14,367,400,000","5,000,000,000","4,834,863,000","165,137,000",08-Nov-12,91,,,,96.697,13.247,,14.42,3.873
,,,,,,,,,,,,,,,,,#DIV/0!
860,22-Aug-12,"5,000,000,000","15,578,000,000","10,578,000,000","5,000,000,000","4,848,900,000","151,100,000",22-Nov-12,91,,,,96.978,12.121,,13.098,3.116
,,,,,,,,,,,,,,,,,#DIV/0!
861,05-Sep-12,"5,000,000,000","8,614,500,000","3,614,500,000","5,000,000,000","4,850,594,413","149,405,587",06-Dec-12,91,,,,97.012,11.985,,12.939,1.723
,,,,,,,,,,,,,,,,,#DIV/0!
862,19-Sep-12,"5,000,000,000","17,429,900,000","12,429,900,000","5,000,000,000","4,882,412,336","117,587,664",20-Dec-12,91,,,,97.648,9.433,,10.016,3.486
,,,,,,,,,,,,,,,,,#DIV/0!
861,04-Oct-12,"19,102,900,000","19,102,900,000", -   ,"19,102,900,000","18,668,436,146","434,463,854",04-Jan-13,91,,,,97.726,9.122,,9.667,1
,,,,,,,,,,,,,,,,,#DIV/0!
865,17-Oct-12,"10,000,000,000","8,422,000,000","-1,578,000,000","8,422,000,000","8,230,025,047","191,974,953",17-Jan-13,91,,,,97.721,9.143,,9.69,1
,,,,,,,,,,,,,,,,,#DIV/0!
867,31-Oct-12,"5,000,000,000","36,101,600,000","31,101,600,000","5,000,000,000","4,886,050,000","113,950,000",31-Jan-13,91,,,,97.721,9.141,,9.688,7.22
,,,,,,,,,,,,,,,,,#DIV/0!
868,14-Nov-12,"5,000,000,000","19,540,200,000","14,540,200,000","5,000,000,000","4,884,319,950","115,680,050",14-Feb-13,91,,,,97.686,9.28,,9.844,3.908
,,,,,,,,,,,,,,,,,#DIV/0!
869,28-Nov-12,"5,000,000,000","7,029,700,000","2,029,700,000","5,000,000,000","4,884,313,023","115,686,977",28-Feb-13,91,,,,97.686,9.28,,9.844,1.406
,,,,,,,,,,,,,,,,,#DIV/0!
871,12-Dec-12,"5,000,000,000","7,353,000,000","2,353,000,000","5,000,000,000","4,883,470,108","116,529,892",14-Mar-13,91,,,,97.669,9.348,,9.92,1.471
,,,,,,,,,,,,,,,,,#DIV/0!
872,27-Dec-12,"5,000,000,000","21,675,600,000","16,675,600,000","5,000,000,000","4,883,275,716","116,724,284",29-Mar-13,91,,,,97.666,9.362,,9.936,4.335
,,,,,,,,,,,,,,,,,#DIV/0!
873,09-Jan-13,"5,000,000,000","795,600,000","-4,204,400,000","795,600,000","777,302,325","18,297,675",11-Apr-13,91,,,,97.7,9.225,,9.782,1
,,,,,,,,,,,,,,,,,#DIV/0!
876,23-Jan-13,"5,000,000,000","4,275,300,000","-724,700,000","4,275,300,000","4,177,638,182","97,661,818",25-Apr-13,91,,,,97.716,9.161,,9.71,1
,,,,,,,,,,,,,,,,,#DIV/0!
878,06-Feb-13,"5,000,000,000","176,200,000","-4,823,800,000","176,200,000","172,175,592","4,024,408",09-May-13,91,,,,97.716,9.161,,9.71,1
,,,,,,,,,,,,,,,,,#DIV/0!
879,20-Feb-13,"5,000,000,000","1,187,800,000","-3,812,200,000","1,187,800,000","1,161,070,734","26,729,266",23-May-13,91,,,,97.75,9.025,,9.557,1
,,,,,,,,,,,,,,,,,#DIV/0!
880,06-Mar-13,"5,000,000,000","7,709,200,000","2,709,200,000","5,000,000,000","4,892,197,240","107,802,760",06-Jun-13,91,,,,97.844,8.648,,9.136,1.542
,,,,,,,,,,,,,,,,,#DIV/0!
881,20-Mar-13,"5,000,000,000","1,137,200,000","-3,862,800,000","1,137,200,000","1,111,599,778","25,600,222",20-Jun-13,91,,,,97.749,9.029,,9.562,1
,,,,,,,,,,,,,,,,,#DIV/0!
883,03-Apr-13,"5,000,000,000","8,539,900,000","3,595,900,000","5,000,000,000","4,890,316,803","109,683,197",04-Jul-13,91,,,,97.806,8.8,,9.306,1.708
,,,,,,,,,,,,,,,,,#DIV/0!
884,17-Apr-13,"5,000,000,000","789,800,000","-4,210,200,000","789,800,000","769,772,709","20,027,291",18-Jul-13,91,,,,97.464,10.172,,10.853,1
,,,,,,,,,,,,,,,,,#DIV/0!
885,02-May-13,"5,000,000,000","800,500,000","-4,199,500,000","800,500,000","779,534,420","20,965,580",02-Aug-13,91,,,,97.381,10.505,,11.232,1
,,,,,,,,,,,,,,,,,#DIV/0!
888,15-May-13,"5,000,000,000","19,235,500,000","14,235,500,000","5,000,000,000","4,890,250,000","109,750,000",15-Aug-13,91,,,,97.805,8.804,,9.31,3.847
,,,,,,,,,,,,,,,,,#DIV/0!
891,29-May-13,"5,000,000,000","5,582,400,000","582,400,000","5,000,000,000","4,889,657,444","110,342,556",29-Aug-13,91,,,,97.793,8.852,,9.364,1.116
,,,,,,,,,,,,,,,,,#DIV/0!
892,12-Jun-13,"5,000,000,000","4,441,200,000","-558,800,000","4,441,200,000","4,338,749,598","102,450,402",12-Sep-13,91,,,,97.693,9.253,,9.814,1
,,,,,,,,,,,,,,,,,#DIV/0!
893,26-Jun-13,"5,000,000,000","16,725,300,000","11,725,300,000","5,000,000,000","4,877,959,972","122,040,028",26-Sep-13,91,,,,97.559,9.791,,10.42,3.345
,,,,,,,,,,,,,,,,,#DIV/0!
894,10-Jul-13,"5,000,000,000","6,838,800,000","1,838,800,000","5,000,000,000","4,882,265,890","117,734,110",10-Oct-13,91,,,,97.645,9.446,,10.031,1.368
,,,,,,,,,,,,,,,,,#DIV/0!
895,24-Jul-13,"5,000,000,000","8,033,000,000","3,033,000,000","5,000,000,000","4,884,208,520","115,791,480",24-Oct-13,91,,,,97.684,9.289,,9.855,1.607
,,,,,,,,,,,,,,,,,#DIV/0!
896,07-Aug-13,"5,000,000,000","10,968,300,000","5,968,300,000","5,000,000,000","4,884,300,000","115,700,000",07-Nov-13,91,,,,97.686,9.281,,9.846,2.194
,,,,,,,,,,,,,,,,,#DIV/0!
900,21-Aug-13,"5,000,000,000","596,900,000","-4,403,100,000","596,900,000","580,246,470","16,653,530",21-Nov-13,91,,,,97.21,11.191,,12.019,1
,,,,,,,,,,,,,,,,,#DIV/0!
901,04-Sep-13,"5,000,000,000","8,192,900,000","3,192,900,000","5,000,000,000","4,884,931,865","115,068,135",05-Dec-13,91,,,,97.699,9.229,,9.787,1.639
,,,,,,,,,,,,,,,,,#DIV/0!
902,18-Sep-13,"5,000,000,000","3,658,700,000","-1,341,300,000","3,658,700,000","3,571,544,658","87,155,342",19-Dec-13,91,,,,97.618,9.554,,10.153,1
,,,,,,,,,,,,,,,,,#DIV/0!
903,02-Oct-13,"5,000,000,000","2,569,200,000","-2,430,800,000","10,000,000,000","2,507,747,086","7,492,252,914",02-Jan-14,91,,,,97.608,9.594,,10.198,0.257
,,,,,,,,,,,,,,,,,#DIV/0!
904,16-Oct-13,"10,000,000,000","29,699,900,000","19,699,900,000","10,000,000,000","9,769,762,580","230,237,420",16-Jan-14,91,,,,97.698,9.233,,9.791,2.97
,,,,,,,,,,,,,,,,,#DIV/0!
905,30-Oct-13,"10,000,000,000","19,315,600,000","9,315,600,000","10,000,000,000","9,748,875,463","251,124,537",30-Jan-14,91,,,,97.489,10.073,,10.74,1.932
,,,,,,,,,,,,,,,,,#DIV/0!
906,13-Nov-13,"10,000,000,000","16,236,200,000","6,236,200,000","10,000,000,000","9,741,976,790","258,023,210",13-Feb-14,91,,,,97.42,10.348,,11.053,1.624
,,,,,,,,,,,,,,,,,#DIV/0!
907,27-Nov-13,"10,000,000,000","11,608,100,000","1,608,100,000","10,000,000,000","9,747,589,359","252,410,641",27-Feb-14,91,,,,97.476,10.124,,10.798,1.161
,,,,,,,,,,,,,,,,,#DIV/0!
908,11-Dec-13,"5,000,000,000","10,618,600,000","5,618,600,000","5,000,000,000","4,896,251,518","103,748,482",13-Mar-14,91,,,,97.925,8.323,,8.774,2.124
,,,,,,,,,,,,,,,,,#DIV/0!
909,24-Dec-13,"10,000,000,000","9,791,500,000","-208,500,000","9,335,000,000","9,119,919,350","215,080,650",26-Mar-14,91,,,,97.696,9.241,,9.8,1.049
,,,,,,,,,,,,,,,,,#DIV/0!
910,08-Jan-14,"10,000,000,000","11,497,000,000","1,497,000,000","10,000,000,000","9,790,036,950","209,963,050",10-Apr-14,91,,,,97.9,8.423,,8.886,1.15
,,,,,,,,,,,,,,,,,#DIV/0!
911,22-Jan-14,"10,000,000,000","5,650,300,000","-4,349,700,000","5,450,300,000","5,337,400,041","112,899,959",24-Apr-14,91,,,,97.929,8.306,,8.756,1.037
,,,,,,,,,,,,,,,,,#DIV/0!
912,05-Feb-14,"10,000,000,000","8,358,400,000","-1,641,600,000","7,958,400,000","7,784,507,334","173,892,666",08-May-14,91,,,,97.815,8.764,,9.266,1.05
,,,,,,,,,,,,,,,,,#DIV/0!
913,19-Feb-14,"10,000,000,000","16,588,200,000","6,588,200,000","10,000,000,000","9,774,994,795","225,005,205",22-May-14,91,,,,97.75,9.025,,9.557,1.659
,,,,,,,,,,,,,,,,,#DIV/0!
914,05-Mar-14,"10,000,000,000","15,511,500,000","5,511,500,000","10,000,000,000","9,770,596,985","229,403,015",05-Jun-14,91,,,,97.706,9.201,,9.755,1.551
,,,,,,,,,,,,,,,,,#DIV/0!
915,19-Mar-14,"10,000,000,000","7,868,300,000","-2,131,700,000","7,468,300,000","7,291,293,714","177,006,286",19-Jun-14,91,,,,97.63,9.506,,10.098,1.054
,,,,,,,,,,,,,,,,,#DIV/0!
916,02-Apr-14,"10,000,000,000","12,656,600,000","2,656,600,000","10,000,000,000","9,745,627,902","254,372,098",03-Jul-14,91,,,,97.63,9.506,,10.098,1.266
,,,,,,,,,,,,,,,,,#DIV/0!
917,16-Apr-14,"10,000,000,000","17,598,400,000","7,598,400,000","10,000,000,000","9,741,204,215","258,795,785",17-Jul-14,91,,,,97.412,10.38,,11.09,1.76
,,,,,,,,,,,,,,,,,#DIV/0!
918,30-Apr-14,"10,000,000,000","20,096,600,000","10,096,600,000","10,000,000,000","9,775,237,290","224,762,710",31-Jul-14,91,,,,97.752,9.017,,9.548,2.01
,,,,,,,,,,,,,,,,,#DIV/0!
919,14-May-14,"10,000,000,000","9,804,600,000","-195,400,000","8,404,600,000","8,207,764,256","196,835,744",14-Aug-14,91,,,,97.658,9.393,,9.971,1.167
,,,,,,,,,,,,,,,,,#DIV/0!
920,28-May-14,"10,000,000,000","11,444,700,000","1,444,700,000","10,000,000,000","9,759,443,356","240,556,644",28-Aug-14,91,,,,97.594,9.65,,10.261,1.144
,,,,,,,,,,,,,,,,,#DIV/0!
921,11-Jun-14,"10,000,000,000","17,489,800,000","7,489,800,000","10,000,000,000","9,778,418,858","221,581,142",11-Sep-14,91,,,,97.784,8.888,,9.405,1.749
,,,,,,,,,,,,,,,,,#DIV/0!
922,25-Jun-14,"10,000,000,000","75,563,200,000","65,563,200,000","10,000,000,000","9,775,893,200","224,106,800",25-Sep-14,91,,,,97.759,8.989,,9.517,7.556
,,,,,,,,,,,,,,,,,#DIV/0!
923,09-Jul-14,"10,000,000,000","15,145,400,000","5,145,400,000","10,000,000,000","9,778,534,112","221,465,888",09-Oct-14,91,,,,97.785,8.884,,9.4,1.515
,,,,,,,,,,,,,,,,,#DIV/0!
924,23-Jul-14,"10,000,000,000","11,370,500,000","1,370,500,000","10,000,000,000","9,769,045,370","230,954,630",23-Oct-14,91,,,,97.69,9.265,,9.828,1.137
,,,,,,,,,,,,,,,,,#DIV/0!
925,06-Aug-14,"10,000,000,000","11,503,100,000","1,503,100,000","10,000,000,000","9,750,498,855","249,501,145",06-Nov-14,91,,,,97.505,10.483,,10.666,1.15
,,,,,,,,,,,,,,,,,#DIV/0!
926,20-Aug-14,"10,000,000,000","10,150,900,000","150,900,000","10,000,000,000","7,454,892,811","2,545,107,189",20-Nov-14,91,,,,97.438,10.276,,10.971,1.015
,,,,,,,,,,,,,,,,,#DIV/0!
927,03-Sep-14,"10,000,000,000","17,325,700,000","7,325,700,000","10,000,000,000","9,756,286,461","243,713,539",04-Dec-14,91,,,,97.563,9.775,,10.402,1.733
,,,,,,,,,,,,,,,,,#DIV/0!
928,17-Sep-14,"10,000,000,000","26,923,400,000","16,923,400,000","10,000,000,000","9,746,921,826","253,078,174",18-Dec-14,91,,,,97.469,10.152,,10.83,2.692
,,,,,,,,,,,,,,,,,#DIV/0!
929,01-Oct-14,"10,000,000,000","14,887,800,000","4,887,800,000","10,000,000,000","9,734,390,022","265,609,978",01-Jan-15,91,,,,97.344,10.653,,11.402,1.489
,,,,,,,,,,,,,,,,,#DIV/0!
930,15-Oct-14,"10,000,000,000","22,613,000,000","12,613,000,000","10,000,000,000","9,753,465,550","246,534,450",15-Jan-15,91,,,,97.535,9.887,,10.529,2.261
,,,,,,,,,,,,,,,,,#DIV/0!
931,29-Oct-14,"10,000,000,000","8,745,000,000","-1,255,000,000","7,745,000,000","7,542,259,391","202,740,609",29-Jan-15,91,,,,97.382,10.501,,11.227,1.129
,,,,,,,,,,,,,,,,,#DIV/0!
932,14-Nov-14,"10,000,000,000","15,401,000,000","5,401,000,000","10,000,000,000","9,753,804,320","246,195,680",14-Feb-15,91,,,,97.538,9.875,,10.516,1.54
,,,,,,,,,,,,,,,,,#DIV/0!
933,27-Nov-14,"10,000,000,000","5,550,000,000","-4,450,000,000","5,550,000,000","5,397,059,994","152,940,006",26-Feb-15,91,,,,97.294,10.854,,11.862,1
,,,,,,,,,,,,,,,,,#DIV/0!
934,11-Dec-14,"5,000,000,000","14,774,700,000","9,774,700,000","5,000,000,000","4,874,100,000","125,900,000",12-Mar-15,91,,,,97.482,10.1,,10.1,2.955
,,,,,,,,,,,,,,,,,#DIV/0!
935,24-Dec-14,"10,000,000,000","3,846,000,000","-6,154,000,000","3,846,000,000","3,740,344,610","105,655,390",25-Mar-15,91,,,,97.253,11.018,,11.82,1
,,,,,,,,,,,,,,,,,#DIV/0!
936,08-Jan-15,"10,000,000,000","17,404,300,000","7,404,300,000","10,000,000,000","9,740,710,669","259,289,331",09-Apr-15,91,,,,97.407,10.4,,11.113,1.74
,,,,,,,,,,,,,,,,,#DIV/0!
937,22-Jan-15,"10,000,000,000","4,793,800,000","-5,206,200,000","3,793,800,000","3,688,928,038","104,871,962",23-Apr-15,91,,,,97.236,11.086,,11.899,1.264
,,,,,,,,,,,,,,,,,#DIV/0!
938,05-Feb-15,"10,000,000,000","15,509,400,000","5,509,400,000","10,000,000,000","9,721,302,121","278,697,879",07-May-15,91,,,,97.213,11.179,,12.005,1.551
,,,,,,, -   ,,,,,,,,,,#DIV/0!
939,19-Feb-15,"10,000,000,000","17,191,500,000","7,191,500,000","10,000,000,000","9,710,657,102","289,342,898",21-May-15,91,,,,97.107,11.604,,12.496,1.719
,,,,,,, -   ,,,,,,,,,,#DIV/0!
